3 3	We had to drive away our car immediately .	B-SPATIAL_ENTITY O O B-MOTION B-MOTION_SIGNAL B-MOTION_SIGNAL I-MOTION_SIGNAL O O	B-mover O O B-trigger O O O O O
9 9	In summer , kids and lovers rent rowboats and paddle about the small lake in the center of the park .	O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O B-MOTION_SIGNAL O B-MOTION B-MOTION_SIGNAL O O B-PLACE B-SPATIAL_SIGNAL O B-PLACE O O B-PLACE O	O O O B-mover O B-mover O O O B-trigger O O O O O O O O O O O
1 1	Hidden in the fog , Andres charged ahead , and I followed through a strange forest of dwarf palm like plants , which can be 100 years old even though they stand only a few feet tall .	O B-SPATIAL_SIGNAL O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O O B-PLACE B-SPATIAL_SIGNAL O O O B-SPATIAL_ENTITY O O O O O O O O O B-SPATIAL_ENTITY O O O B-MEASURE I-MEASURE O O	O B-trigger O B-landmark O B-trajector O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
10 10	Baja California is one of the places in the world where bicycle tourists congregate .	B-PLACE I-PLACE O B-PLACE O O B-PLACE B-SPATIAL_SIGNAL O B-PLACE B-SPATIAL_SIGNAL O B-SPATIAL_ENTITY B-MOTION O	O O O B-landmark O O B-landmark O O O B-trigger O O B-trajector O
14 14	The path to the left as you enter leads to the ferry landing , where the “ river buses ” depart for their journeys up the Sumida River to Asakusa .	O B-PATH B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL I-SPATIAL_SIGNAL O B-SPATIAL_ENTITY B-MOTION B-MOTION B-MOTION_SIGNAL O O B-PLACE O B-SPATIAL_SIGNAL O O O B-SPATIAL_ENTITY O B-MOTION O O B-MOTION B-MOTION_SIGNAL O B-PATH I-PATH B-MOTION_SIGNAL B-PLACE O	O O O O O O O O O O O O B-trajector O B-trigger O O O O O O O O O O O O O O O O
24 24	After visiting the local mountaineering club , I convinced Roberto to join me , and in two days , we hiked to the top of El Plomo , a 17,800 ft peak overlooking Santiago .	O B-MOTION O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY O O O O O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE O O B-MEASURE I-MEASURE B-PLACE B-SPATIAL_SIGNAL B-PLACE O	O O O O O O O O O O O O O O O O O O O O O O O B-trajector B-trigger B-landmark I-landmark O O O O O O O O
7 7	Stopping at a gas station , I met Rafael , who owned both the store and a small herd of goats .	B-MOTION B-MOTION_SIGNAL O O B-PLACE O B-SPATIAL_ENTITY B-MOTION B-SPATIAL_ENTITY O O O O O B-PLACE O O O O O O O	O O O O O O B-mover B-trigger O O O O O O O O O O O O O O
8 8	After 30 minutes we found a road that crossed the river , but which did not lead to the confluence .	O O O B-SPATIAL_ENTITY O O B-PATH O B-MOTION O B-PATH O O O O O B-MOTION B-MOTION_SIGNAL O B-PLACE O	O O O O O O B-mover O B-trigger O O O O O O O O O O O O
8 8	Unfortunately , cars are an inefficient way to travel around a city .	O O B-SPATIAL_ENTITY O O O O O B-MOTION B-MOTION_SIGNAL O B-PLACE O	O O B-mover O O O O O B-trigger O O O O
1 1	We left the car under some trees , for shade , and started climbing .	B-SPATIAL_ENTITY B-MOTION O B-SPATIAL_ENTITY B-SPATIAL_SIGNAL O B-SPATIAL_ENTITY O O O O O O B-MOTION O	B-mover B-trigger O B-mover O O O O O O O O O O O
26 26	We had only 70 more km to Cluj ( the next important city on our way back to Bucharest ) taking this way , while if getting back to Ciucea and on to Cluj the normal way would have been now about 25 km longer .	B-SPATIAL_ENTITY O O B-MEASURE I-MEASURE I-MEASURE O B-PLACE O O O O B-PLACE O O B-PATH O O B-PLACE O B-MOTION O B-PATH O O O B-MOTION B-MOTION_SIGNAL B-MOTION_SIGNAL B-PLACE O B-MOTION_SIGNAL B-MOTION_SIGNAL B-PLACE O O B-PATH O O O O O O O O O	B-mover O O O O O O O O O O O O O O O O O O O O O O O O O B-trigger O O O O O O O O O O O O O O O O O O O
16 16	Here , in addition to marveling at old Incan walls , I visited La Salle school in Cusco , talking both to the morning assembly and a class of seniors ( and was then interviewed for a local television program ) .	B-PLACE O O O O O O O O B-PATH O B-SPATIAL_ENTITY B-MOTION B-PLACE I-PLACE I-PLACE B-SPATIAL_SIGNAL B-PLACE O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-trajector I-trajector I-trajector B-trigger B-landmark O O O O O O O O O O O O O O O O O O O O O O O O
2 2	Every Sunday in Medellin , they have the 'ciclovia,' where a number of roads are closed to cars ( see video on left ) .	O O B-SPATIAL_SIGNAL B-PLACE O O O O O B-SPATIAL_SIGNAL O O O B-PATH O O O O O O O O O O O	O O B-trigger B-landmark O O O O O O O O O O O O O O O O O O O O O
5 5	After two more days of sailing across the Caribbean , we arrived in Cartagena , Colombia , the first stop in South America .	O O O O O B-MOTION B-MOTION_SIGNAL O B-PLACE O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL B-PLACE I-PLACE I-PLACE O O O B-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE O	O O O O O B-trigger O O O O B-mover O O O O O O O O O O O O O
0 0	In Huaraz , I met researchers at INRENA ( Instituto Nacional de Recursos Naturals ) , who monitor the glaciers .	B-SPATIAL_SIGNAL B-PLACE O B-SPATIAL_ENTITY B-MOTION B-SPATIAL_ENTITY B-SPATIAL_SIGNAL B-PLACE O B-PLACE I-PLACE I-PLACE I-PLACE I-PLACE O O O O O O O	B-trigger B-landmark O O B-trajector O O O O O O O O O O O O O O O O
12 12	Winter rain is currently extremely uncommon ( like rain in the summer in California ) .	O O O O O O O O B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL B-PLACE O O	O O O O O O O O B-trajector O O O B-trigger B-landmark O O
3 3	Also , many go to the U.S. to look for work .	O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-PLACE O O O O O	O O B-mover B-trigger O O O O O O O O
13 13	The road was crossing the small mountains of Salaj County , a region with lots of mountains and hills , lying in the northern part of the Western Carpathians , where the mountains lose height and become hills .	O B-PATH O B-MOTION O O B-PLACE O B-PLACE I-PLACE O O B-PLACE B-SPATIAL_SIGNAL O O B-PLACE O B-PLACE O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O O B-PLACE O O B-PATH I-PATH O B-SPATIAL_SIGNAL O O B-NONMOTION_EVENT O O B-NONMOTION_EVENT O O	O O O O O O O O O O O O B-landmark B-trigger O O B-trajector O B-trajector O O O O O O O O O O O O O O O O O O O O
1 1	Further down , you see a dry landscape with a river .	O B-SPATIAL_SIGNAL O O O O O B-PLACE B-SPATIAL_SIGNAL O B-PATH O	O B-trigger O O O O O B-trajector O O B-trajector O
4 4	Climbing further , we neared the top just before 8AM .	B-MOTION O O B-SPATIAL_ENTITY B-MOTION O B-PLACE O O O O	O O O B-mover B-trigger O O O O O O
1 1	We passed through Hărău and Certeju de Jos arriving in the village Hondol .	B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL B-PLACE O B-PLACE I-PLACE I-PLACE B-MOTION B-MOTION_SIGNAL O B-PLACE B-PLACE O	B-mover B-trigger O O O O O O O O O O O O
7 7	Cleary , people should build stronger homes in less vunerable areas .	O O O O B-NONMOTION_EVENT O O B-SPATIAL_SIGNAL O O B-PLACE O	O O O O B-trajector O O B-trigger O O B-landmark O
20 20	The path to the left as you enter leads to the ferry landing , where the “ river buses ” depart for their journeys up the Sumida River to Asakusa .	O B-PATH B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL I-SPATIAL_SIGNAL O B-SPATIAL_ENTITY B-MOTION B-MOTION B-MOTION_SIGNAL O O B-PLACE O B-SPATIAL_SIGNAL O O O B-SPATIAL_ENTITY O B-MOTION O O B-MOTION B-MOTION_SIGNAL O B-PATH I-PATH B-MOTION_SIGNAL B-PLACE O	O O O O O O O O O O O O O O O O O O B-mover O B-trigger O O O O O O O O O O
5 5	I stayed with the firemen in Ciudad de Constitución , where I watched a Jakie Chang movie dubbed in Spanish .	B-SPATIAL_ENTITY B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL B-PLACE I-PLACE I-PLACE O B-SPATIAL_SIGNAL O B-NONMOTION_EVENT O O O O O O O O	O B-trajector O O O B-trigger B-landmark I-landmark I-landmark O O O O O O O O O O O O
16 16	An amazing number of people use bicycles in the small towns , and I enjoyed sitting in the town plazas and seeing few cars .	O O O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL B-SPATIAL_SIGNAL O O B-PLACE O O B-SPATIAL_ENTITY O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O O B-PLACE O O O O O	O O O O O O O O O O O O O O O B-trajector B-trigger O O B-landmark O O O O O
7 7	In Nicaragua , the family that I swam with on Good Friday invited me back to their house .	B-SPATIAL_SIGNAL B-PLACE O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY B-MOTION O O O O B-NONMOTION_EVENT B-SPATIAL_ENTITY O O O O O	O O O O B-mover O B-mover B-trigger O O O O O O O O O O O
9 9	The city airport bus terminal operates below ground , beneath an 1885 statue of Christopher Columbus and a monument to the discovery of the New World .	O O O O B-PLACE B-NONMOTION_EVENT B-SPATIAL_SIGNAL B-PATH O B-SPATIAL_SIGNAL O O B-SPATIAL_ENTITY O O O O O B-SPATIAL_ENTITY O O O O O B-PLACE I-PLACE O	O O O O O B-trajector O O O B-trigger O O B-landmark O O O O O B-landmark O O O O O O O O
12 12	Wouter , a former bartender from Belgium and roughly my age , arrived ten months ago in Mexico City with a 100 dollar bicycle , two home made panniers , some savings , and not much of plan as to where he was going to bike .	B-SPATIAL_ENTITY O O O O O B-PLACE O O O O O B-MOTION O O O B-MOTION_SIGNAL B-PLACE I-PLACE O O O O O O O O O O O O O O O O O O O O O O B-SPATIAL_ENTITY O O O B-MOTION O	B-mover O O O O O O O O O O O B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1 1	After exiting Bogdana the road is so bad that an off-road vehicle is a must .	O B-MOTION B-PLACE O B-PATH O O O O O O O O O O O	O B-trigger O O B-mover O O O O O O O O O O O
13 13	South into Argentina Monday , December 11th , 2006 I spent a week in La Paz , where I talked to almost the entire American School .	O O O O O O O O O B-SPATIAL_ENTITY B-NONMOTION_EVENT O O B-SPATIAL_SIGNAL B-PLACE I-PLACE O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY B-NONMOTION_EVENT O O O O O O O	O O O O O O O O O O B-trajector O O B-trigger B-landmark I-landmark O O O O O O O O O O O
16 16	After spending a day recovering in a hotel in the city of La Paz , I biked into Tegucigalpa , Honduras ’ capital city .	O O O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PLACE B-SPATIAL_SIGNAL O B-PLACE O B-PLACE I-PLACE O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL B-PLACE O O O O O O	O O O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O
5 5	But we decided to keep driving , and after some 20 km from Ciucea , in the village of Bogdana , we turned right , just near the main village church .	O B-SPATIAL_ENTITY O O O B-MOTION O O O O B-MEASURE I-MEASURE O B-PLACE O B-SPATIAL_SIGNAL O B-PLACE O B-PLACE O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O O B-MEASURE O O O B-PLACE O	O B-mover O O O B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O O
17 17	The no-nonsense , Neo-classical building on the south side of the square ( Casa de Correos ) houses the main offices of the regional government .	O O O O B-SPATIAL_ENTITY B-SPATIAL_SIGNAL O O B-PLACE O O B-PLACE O B-SPATIAL_ENTITY I-SPATIAL_ENTITY I-SPATIAL_ENTITY O B-SPATIAL_SIGNAL O O B-PLACE O O O O O	O O O O B-landmark O O O O O O O O O O O O B-trigger O O B-trajector O O O O O
10 10	We have spent the Christmas time at Judit ’s parents in Sfântu Gheorghe ( Sepsiszentgyörgy ) , capital of Covasna .	B-SPATIAL_ENTITY O B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL O O B-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE O B-PLACE O O B-PLACE O B-PLACE O	O O O O O O O O O B-trajector B-trigger B-landmark I-landmark O O O O O O O O
21 21	I have now arrived in Yurimaguas , a small city in the jungle , thus ending my two weeks of boat travel on the world 's largest river system .	B-SPATIAL_ENTITY O O B-MOTION B-MOTION_SIGNAL B-PLACE O O O B-PLACE B-SPATIAL_SIGNAL O B-PLACE O O O O O O O B-MOTION_SIGNAL B-MOTION B-MOTION_SIGNAL O O O O O B-PATH O	B-mover O O O O O O O O O O O O O O O O O O O O B-trigger O O O O O O O O
6 6	After about 3 km , we entered the forest , and at a crossroad ( 1 km from the confluence ) we took the road which kept us going towards North-East .	O B-MEASURE I-MEASURE I-MEASURE O B-SPATIAL_ENTITY B-MOTION O B-PLACE O O B-MOTION_SIGNAL O B-PLACE O B-MEASURE I-MEASURE O O B-PLACE O B-SPATIAL_ENTITY B-MOTION O B-PATH O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL I-MOTION_SIGNAL O	O O O O O B-mover B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O
15 15	People also treat me more like an equal and stare at me less when I bike into a plaza .	O O O B-SPATIAL_ENTITY O O O O O O O B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-PLACE O	O O O O O O O O O O O O O O B-mover B-trigger O O O O
10 10	I stayed with the firemen in Ciudad de Constitución , where I watched a Jakie Chang movie dubbed in Spanish .	B-SPATIAL_ENTITY B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL B-PLACE I-PLACE I-PLACE O B-SPATIAL_SIGNAL O B-NONMOTION_EVENT O O O O O O O O	O O O O O O B-landmark I-landmark I-landmark O B-trigger O B-trajector O O O O O O O O
4 4	Some tall foreign women passed through here 22 years ago ! ’	O O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL B-PLACE O O O O O	O O O B-mover B-trigger O O O O O O O
15 15	Punta Arenas sits on the shore of the Straight of Magellan on the southern tip of South America , and is just one of the many cities on the coast that I have visited .	B-PLACE I-PLACE B-NONMOTION_EVENT B-SPATIAL_SIGNAL O B-PATH B-SPATIAL_SIGNAL O B-PATH I-PATH I-PATH B-SPATIAL_SIGNAL O O B-PLACE B-SPATIAL_SIGNAL B-PLACE I-PLACE O O O O B-PLACE O O O B-PLACE B-SPATIAL_SIGNAL O B-PATH O B-SPATIAL_ENTITY O B-MOTION O	O O O O O O O O O O O O O O B-trajector B-trigger B-landmark I-landmark O O O O O O O O O O O O O O O O O
10 10	In comparison to Los Angeles , I felt safer biking in Mexico City as the cars are smaller , they travel slower , and there are far more small alternative routes .	O O O B-PLACE I-PLACE O B-SPATIAL_ENTITY O O B-MOTION B-SPATIAL_SIGNAL B-PLACE I-PLACE O O B-SPATIAL_ENTITY O O O B-SPATIAL_ENTITY B-MOTION O O O O O O O O O B-PATH O	O O O O O O O O O B-trajector B-trigger B-landmark I-landmark O O O O O O O O O O O O O O O O O O O
9 9	We celebrated Christmas biking up into the Andes , crossing into Chile .	B-SPATIAL_ENTITY O O B-MOTION B-SPATIAL_SIGNAL B-MOTION_SIGNAL O B-PATH O B-MOTION B-MOTION_SIGNAL B-PLACE O	B-mover O O O O O O O O B-trigger O O O
7 7	The following day I gave a presentation at Galen University , a university that attempts to incorporate sustainable development into all of its classes .	O O O B-SPATIAL_ENTITY O O B-NONMOTION_EVENT B-SPATIAL_SIGNAL B-PLACE I-PLACE O O B-PLACE O O O O O O O O O O O O	O O O O O O B-trajector B-trigger B-landmark I-landmark O O O O O O O O O O O O O O O
15 15	I have seen cyclists from Holland , England , the United States , and Mexico biking the peninsula and carrying camping gear .	B-SPATIAL_ENTITY O O B-SPATIAL_ENTITY O B-PLACE O B-PLACE O O B-PLACE I-PLACE O O B-PLACE B-MOTION O B-PLACE O O O O O	O O O B-mover O O O O O O O O O O O B-trigger O O O O O O O
23 23	On 26th of December the four of us - me , my wife Judit , her father Apja and her friend Andrea - went for discovering this confluence in the Bodok mountains , only 23 km apart from Sepsiszentgyörgy .	O O O O O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O O O B-SPATIAL_ENTITY O O O B-SPATIAL_ENTITY O O O B-SPATIAL_ENTITY O B-MOTION O B-MOTION O B-PLACE B-SPATIAL_SIGNAL O B-PATH I-PATH O O B-MEASURE I-MEASURE B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL B-PLACE O	O O O O O O O B-mover O O O O O O O O O O O O O O O B-trigger O O O O O O O O O O O O O O O O
1 1	We reached the spot in about 10 minutes .	B-SPATIAL_ENTITY B-MOTION O B-PLACE O O O O O	B-mover B-trigger O O O O O O O
10 10	As I drove through the villages there were many people walking to the nearest village for the Saturday night dance .	O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O B-PLACE O O O B-SPATIAL_ENTITY B-MOTION B-MOTION_SIGNAL O O B-PLACE O O O O B-NONMOTION_EVENT O	O O O O O O O O O B-mover B-trigger O O O O O O O O O O
16 16	I was escorted out of town by Bruce , an American who helped me out while in Bogota .	B-SPATIAL_ENTITY O B-MOTION B-MOTION_SIGNAL O B-PLACE O B-SPATIAL_ENTITY O O O O B-NONMOTION_EVENT O O O B-SPATIAL_SIGNAL B-PLACE O	O O O O O O O O O O O O B-trajector O O O B-trigger B-landmark O
3 3	Before starting our trek , we visited the impressing mausoleum at Marasti , at 20 km of Panciu .	O O O B-MOTION O B-SPATIAL_ENTITY B-MOTION O O B-PLACE B-SPATIAL_SIGNAL B-PLACE O B-SPATIAL_SIGNAL B-MEASURE I-MEASURE O B-PLACE O	O O O B-trigger O B-mover O O O O O O O O O O O O O
2 2	Carefully we followed the GPS and wanted to take the photos .	O B-SPATIAL_ENTITY B-MOTION O O O O O O O O O	O B-mover B-trigger O O O O O O O O O
6 6	I met Gregg and Brooks back in San Diego , only to split ways when my passport was stolen .	B-SPATIAL_ENTITY B-MOTION B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O B-SPATIAL_SIGNAL B-PLACE I-PLACE O O O B-MOTION O O O O O O O	O B-trajector O O O O B-trigger B-landmark I-landmark O O O O O O O O O O O
2 2	On your way through the Italian rooms , be sure to keep an eye peeled for Fra Angelico ’s glowing and stupendous Annunciation , as well as for Antonello da Messina ’s realistically detailed , intensely tragic Christ Sustained by an Angel , and Sandro Botticelli ’s The Story of Nastagio Degli Onesti .	O O B-MOTION B-MOTION_SIGNAL O O B-PLACE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-trigger O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
11 11	The next two days , Christmas Eve and Christmas , I rode with two Mexican cyclists , Áaron and Rick , who are professors of electronics at the University ITESM in Cerétaro .	O O O O O O O O O O B-SPATIAL_ENTITY B-MOTION O O O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O B-SPATIAL_ENTITY O O O O O O O O B-PLACE I-PLACE B-SPATIAL_SIGNAL B-PLACE O	O O O O O O O O O O B-mover B-trigger O O O B-mover O O O O O O O O O O O O O O O O O
11 12	The people living here , however , still let me camp next to their house .	O O O O O O O O O B-SPATIAL_ENTITY B-NONMOTION_EVENT B-SPATIAL_SIGNAL I-SPATIAL_SIGNAL O B-PLACE O	O O O O O O O O O O B-trajector B-trigger I-trigger O B-landmark O
20 20	We started descending a slope towards North-East-East and , after an hour of walking - from the monument - we reached our target , deep into the forest .	B-SPATIAL_ENTITY O B-MOTION O B-PATH B-MOTION_SIGNAL I-MOTION_SIGNAL O O O O O O B-MOTION O B-MOTION_SIGNAL O B-PLACE O B-SPATIAL_ENTITY B-MOTION O B-PLACE O O B-SPATIAL_SIGNAL O B-PLACE O	O O O O O O O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O
14 14	We celebrated Christmas Eve and morning on a beach looking across Concepcion Bay , where we cooked dinner , shared biking stories , and then proceeded to teach me Mexican slang .	B-SPATIAL_ENTITY B-NONMOTION_EVENT O O O O B-SPATIAL_SIGNAL O B-PLACE O B-SPATIAL_SIGNAL B-PLACE I-PLACE O B-SPATIAL_SIGNAL B-SPATIAL_ENTITY B-NONMOTION_EVENT O O B-NONMOTION_EVENT O O O O O B-NONMOTION_EVENT O B-NONMOTION_EVENT B-SPATIAL_ENTITY O O O	O O O O O O O O B-landmark O O O O O B-trigger O B-trajector O O B-trajector O O O O O B-trajector O B-trajector O O O O
23 23	Crossing a 15,500 ft pass ( Paso Aguas Negras ) on a road that sees less than 30 cars a day , we passed glaciers and snowfields in an experience that seemed more like mountaineering than bicycling .	B-MOTION O B-MEASURE I-MEASURE B-PATH O B-PATH I-PATH I-PATH O B-SPATIAL_SIGNAL O B-PATH O O O O O O O O O B-SPATIAL_ENTITY B-MOTION B-PATH O B-PLACE O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O B-mover B-trigger O O O O O O O O O O O O O O
